patient,cell,t_r_column,observation_set,split,name,resid7_frac,norm_T_r,n_rows
p28,old_strong,fixed_dt,c,day,d120,0.20680060259091554,3218.432067199947,931840
p28,old_strong,fixed_dt,d,region,core,0.1084815005968617,310.24841299446285,5516
p28,old_strong,fixed_dt,d,region,rim,0.15746297772863663,1993.9386576171134,48820
p28,old_strong,fixed_dt,d,region,out_of_field,0.22264109935788698,2646.995945951826,3290616
p28,old_strong,fixed_dt,d,day,pre,0.11597205387366523,754.6168295986354,931840
p28,old_strong,fixed_dt,d,day,d34,0.3175286967021818,0.07972761582110606,931840
p28,old_strong,fixed_dt,d,day,d55,0.2268211561343853,0.004273357997362082,931840
p28,old_strong,fixed_dt,d,day,d120,0.20680060256806787,3218.432067199947,931840
p28,old_strong,fixed_dt,e,region,core,0.10848150228884416,310.24841299446285,5516
p28,old_strong,fixed_dt,e,region,rim,0.1574629774401125,1993.9386576171134,48820
p28,old_strong,fixed_dt,e,region,out_of_field,0.22264109946783614,2646.9959481669184,2467962
p28,old_strong,fixed_dt,e,day,pre,0.11597205438913381,754.6168295986354,931840
p28,old_strong,fixed_dt,e,day,d80,0.3517781628044069,0.12534132532514852,931840
p28,old_strong,fixed_dt,e,day,d120,0.20680060255217625,3218.432067199947,931840
p28,old_strong,fixed_dt,f,region,core,0.10848150478240218,310.24841299446285,5516
p28,old_strong,fixed_dt,f,region,rim,0.15746297712755833,1993.9386576171134,48820
p28,old_strong,fixed_dt,f,region,out_of_field,0.22264109960375664,2646.995948170331,4113270
p28,old_strong,fixed_dt,f,day,pre,0.11597205513075595,754.6168295986354,931840
p28,old_strong,fixed_dt,f,day,d34,0.3175286840502593,0.07972761582110606,931840
p28,old_strong,fixed_dt,f,day,d55,0.22682115317334928,0.004273357997362082,931840
p28,old_strong,fixed_dt,f,day,d80,0.351778158181575,0.12534132532514852,931840
p28,old_strong,fixed_dt,f,day,d120,0.20680060252931248,3218.432067199947,931840
p29,old_strong,scaled_dt,a,region,core,2.2336207456185337e-15,1970.0997743867586,177868
p29,old_strong,scaled_dt,a,region,rim,2.5201733077954516e-15,3396.5610968784877,128772
p29,old_strong,scaled_dt,a,region,out_of_field,2.40814348183438e-15,2.1625876593121487,890296
p29,old_strong,scaled_dt,a,day,pre,2.3114180480338434e-15,4635.881696456212,1463916
p29,old_strong,scaled_dt,b,region,core,2.8042281700759037e-08,1970.0997743867586,177868
p29,old_strong,scaled_dt,b,region,rim,4.118980035054282e-08,3396.5610968784877,128772
p29,old_strong,scaled_dt,b,region,out_of_field,0.0193671539054284,2.1879255373590714,1780592
p29,old_strong,scaled_dt,b,day,pre,4.5950583733956664e-08,4635.881696456212,1463916
p29,old_strong,scaled_dt,b,day,d120,0.12332885221040855,2.536468031371044,1463916
p29,old_strong,scaled_dt,c,region,core,2.7644606910492094e-08,1970.0997743867586,177868
p29,old_strong,scaled_dt,c,region,rim,4.096658190040954e-08,3396.5610968784877,128772
p29,old_strong,scaled_dt,c,region,out_of_field,0.019578404543229184,2.1890263510311634,2670888
p29,old_strong,scaled_dt,c,day,pre,4.541811607546212e-08,4635.881696456212,1463916
p29,old_strong,scaled_dt,c,day,d55,0.12260925308053112,0.1855024688812073,1463916
p29,old_strong,scaled_dt,c,day,d120,0.12335628910755027,2.536468031371044,1463916
p29,old_strong,scaled_dt,d,region,core,1.1231771096924934e-05,1970.0997743867586,177868
p29,old_strong,scaled_dt,d,region,rim,1.1489444952918909e-05,3396.5610968784877,128772
p29,old_strong,scaled_dt,d,region,out_of_field,0.022847451812916742,2.2521505710384284,3561184
p29,old_strong,scaled_dt,d,day,pre,1.4000840245285703e-05,4635.881696456212,1463916
p29,old_strong,scaled_dt,d,day,d34,0.03829581502758724,119.18624804855158,1463916
p29,old_strong,scaled_dt,d,day,d55,0.11342623231588908,0.1855024688812073,1463916
p29,old_strong,scaled_dt,d,day,d120,0.1328359475497638,2.536468031371044,1463916
p29,old_strong,scaled_dt,e,region,core,8.248012269561836e-08,1970.0997743867586,177868
p29,old_strong,scaled_dt,e,region,rim,9.796191199273317e-08,3396.5610968784877,128772
p29,old_strong,scaled_dt,e,region,out_of_field,0.07010718837537477,2.233386299037703,2670888
p29,old_strong,scaled_dt,e,day,pre,1.1717394034660891e-07,4635.881696456212,1463916
p29,old_strong,scaled_dt,e,day,d80,0.07774268562130916,3.7991251573635254,1463916
p29,old_strong,scaled_dt,e,day,d120,0.13115219060804914,2.536468031371044,1463916
p29,old_strong,scaled_dt,f,region,core,1.0919665195576344e-05,1970.0997743867586,177868
p29,old_strong,scaled_dt,f,region,rim,1.121204184650729e-05,3396.5610968784877,128772
p29,old_strong,scaled_dt,f,region,out_of_field,0.040484903949364215,2.29634021833222,4451480
p29,old_strong,scaled_dt,f,day,pre,1.3778818162284664e-05,4635.881696456212,1463916
p29,old_strong,scaled_dt,f,day,d34,0.038319258381687094,119.18624804855158,1463916
p29,old_strong,scaled_dt,f,day,d55,0.11569743299454129,0.1855024688812073,1463916
p29,old_strong,scaled_dt,f,day,d80,0.5527400527053967,3.7991251573635254,1463916
p29,old_strong,scaled_dt,f,day,d120,0.12808607349525877,2.536468031371044,1463916
p29,old_strong,fixed_dt,a,region,core,0.001479703765174103,1970.2915731550013,177868
p29,old_strong,fixed_dt,a,region,rim,0.001252393363151846,3402.6321255418115,128772
p29,old_strong,fixed_dt,a,region,out_of_field,0.001523093521083751,2.1747902277561355,890296
p29,old_strong,fixed_dt,a,day,pre,0.0011634399910342027,4643.753976263523,1463916
p29,old_strong,fixed_dt,b,region,core,0.0014797048018016692,1970.2915731550013,177868
p29,old_strong,fixed_dt,b,region,rim,0.001252388887333384,3402.6321255418115,128772
p29,old_strong,fixed_dt,b,region,out_of_field,0.019178031797638995,2.200525156797028,1780592
p29,old_strong,fixed_dt,b,day,pre,0.001163439991934038,4643.753976263523,1463916
p29,old_strong,fixed_dt,b,day,d120,0.12136559674610144,2.568601632619171,1463916
p29,old_strong,fixed_dt,c,region,core,0.0014797038669928275,1970.2915731550013,177868
p29,old_strong,fixed_dt,c,region,rim,0.0012523894762998245,3402.6321255418115,128772
p29,old_strong,fixed_dt,c,region,out_of_field,0.01930703323800223,2.2016342032352854,2670888
p29,old_strong,fixed_dt,c,day,pre,0.0011634399919112973,4643.753976263523,1463916
p29,old_strong,fixed_dt,c,day,d55,0.12391258836541592,0.18744229702375872,1463916
p29,old_strong,fixed_dt,c,day,d120,0.12139787507314202,2.568601632619171,1463916
p29,old_strong,fixed_dt,d,region,core,0.001486338330033203,1970.2915731550013,177868
p29,old_strong,fixed_dt,d,region,rim,0.0012464420868678028,3402.6321255418115,128772
p29,old_strong,fixed_dt,d,region,out_of_field,0.02375428356748481,2.2645999219867083,3561184
p29,old_strong,fixed_dt,d,day,pre,0.001163532488973534,4643.753976263523,1463916
p29,old_strong,fixed_dt,d,day,d34,0.03965759321357461,118.25276556283814,1463916
p29,old_strong,fixed_dt,d,day,d55,0.12415536596820186,0.18744229702375872,1463916
p29,old_strong,fixed_dt,d,day,d120,0.1305399522159638,2.568601632619171,1463916
p29,old_strong,fixed_dt,e,region,core,0.0014797383956450954,1970.2915731550013,177868
p29,old_strong,fixed_dt,e,region,rim,0.0012523634658475177,3402.6321255418115,128772
p29,old_strong,fixed_dt,e,region,out_of_field,0.0713666693651904,2.2457914874753135,2670888
p29,old_strong,fixed_dt,e,day,pre,0.001163439997076412,4643.753976263523,1463916
p29,old_strong,fixed_dt,e,day,d80,0.07951684424846289,3.7805099108521905,1463916
p29,old_strong,fixed_dt,e,day,d120,0.12947399174911348,2.568601632619171,1463916
p29,old_strong,fixed_dt,f,region,core,0.0014857163462753309,1970.2915731550013,177868
p29,old_strong,fixed_dt,f,region,rim,0.0012468980567357344,3402.6321255418115,128772
p29,old_strong,fixed_dt,f,region,out_of_field,0.0422999877256059,2.3086102412885112,4451480
p29,old_strong,fixed_dt,f,day,pre,0.0011635295054050927,4643.753976263523,1463916
p29,old_strong,fixed_dt,f,day,d34,0.03967998596331857,118.25276556283814,1463916
p29,old_strong,fixed_dt,f,day,d55,0.12650284435797524,0.18744229702375872,1463916
p29,old_strong,fixed_dt,f,day,d80,0.5463067935614889,3.7805099108521905,1463916
p29,old_strong,fixed_dt,f,day,d120,0.1259048132498442,2.568601632619171,1463916
p30,old_strong,scaled_dt,a,region,core,6.70528788887169e-15,1722.7582227494852,103740
p30,old_strong,scaled_dt,a,region,rim,4.4322794258840405e-15,3039.2993693753283,30128
p30,old_strong,scaled_dt,a,region,out_of_field,4.288841709229507e-14,2.1751756020380833e-05,863064
p30,old_strong,scaled_dt,a,day,pre,4.358213995255785e-15,4168.265551210882,1309272
p30,old_strong,scaled_dt,b,region,core,0.21297971015925612,1722.7582227494852,103740
p30,old_strong,scaled_dt,b,region,rim,0.22625624654291274,3552.3843055898024,138358
p30,old_strong,scaled_dt,b,region,out_of_field,2.082810372823974,0.18946909630457992,1726128
p30,old_strong,scaled_dt,b,day,pre,0.23075713144303253,4168.265551210882,1309272
p30,old_strong,scaled_dt,b,day,d120,0.29156118372270223,2873.9073892027204,1309272
p30,old_strong,scaled_dt,c,region,core,0.21298043701723934,1722.7582227494852,103740
p30,old_strong,scaled_dt,c,region,rim,0.22625663790950973,3552.3843055898024,138358
p30,old_strong,scaled_dt,c,region,out_of_field,2.0828025219931328,0.18946958235742528,2589192
p30,old_strong,scaled_dt,c,day,pre,0.23075750326661362,4168.265551210882,1309272
p30,old_strong,scaled_dt,c,day,d55,0.20734448873613295,4.290456950031642,1309272
p30,old_strong,scaled_dt,c,day,d120,0.29156056469646063,2873.9073892027204,1309272
p30,old_strong,scaled_dt,d,region,core,0.21383394694977925,1722.7582227494852,103740
p30,old_strong,scaled_dt,d,region,rim,0.22620505291575166,3552.3843055898024,138358
p30,old_strong,scaled_dt,d,region,out_of_field,2.0946135048618073,0.18946979468468308,3452256
p30,old_strong,scaled_dt,d,day,pre,0.23047961274681047,4168.265551210882,1309272
p30,old_strong,scaled_dt,d,day,d34,0.1663011377539313,781.9028136023591,1309272
p30,old_strong,scaled_dt,d,day,d55,0.1645109309683484,4.290456950031642,1309272
p30,old_strong,scaled_dt,d,day,d120,0.29211686276211896,2873.9073892027204,1309272
p30,old_strong,scaled_dt,e,region,core,0.22758291385516416,1722.7582227494852,103740
p30,old_strong,scaled_dt,e,region,rim,0.23924197387786988,4055.555579287473,207588
p30,old_strong,scaled_dt,e,region,out_of_field,1.5683484362198556,0.18955721875493947,2589192
p30,old_strong,scaled_dt,e,day,pre,0.26231455133349524,4168.265551210882,1309272
p30,old_strong,scaled_dt,e,day,d80,0.2317507575428301,3022.5415919240563,1309272
p30,old_strong,scaled_dt,e,day,d120,0.2496111534118053,2873.9073892027204,1309272
p30,old_strong,scaled_dt,f,region,core,0.22766190476323228,1722.7582227494852,103740
p30,old_strong,scaled_dt,f,region,rim,0.23905396090106476,4055.555579287473,207588
p30,old_strong,scaled_dt,f,region,out_of_field,1.5730684877144416,0.1895579168103768,4315320
p30,old_strong,scaled_dt,f,day,pre,0.2622202584356691,4168.265551210882,1309272
p30,old_strong,scaled_dt,f,day,d34,0.20266374740589282,781.9028136023591,1309272
p30,old_strong,scaled_dt,f,day,d55,0.29556288546700743,4.290456950031642,1309272
p30,old_strong,scaled_dt,f,day,d80,0.2317912171915946,3022.5415919240563,1309272
p30,old_strong,scaled_dt,f,day,d120,0.2498695865262814,2873.9073892027204,1309272
p30,old_strong,fixed_dt,a,region,core,0.006628734924625432,1722.4831586048936,103740
p30,old_strong,fixed_dt,a,region,rim,0.008198411971116374,3056.147513685675,30128
p30,old_strong,fixed_dt,a,region,out_of_field,0.0005573274429120596,2.2053072076448028e-05,863064
p30,old_strong,fixed_dt,a,day,pre,0.007871586041076338,4190.252018376356,1309272
p30,old_strong,fixed_dt,b,region,core,0.21084844941708825,1722.4831586048936,103740
p30,old_strong,fixed_dt,b,region,rim,0.22783302357498153,3573.1638294024197,138358
p30,old_strong,fixed_dt,b,region,out_of_field,2.075021725794549,0.1931022716067016,1726128
p30,old_strong,fixed_dt,b,day,pre,0.23238133667248673,4190.252018376356,1309272
p30,old_strong,fixed_dt,b,day,d120,0.2933053528134619,2890.50036745356,1309272
p30,old_strong,fixed_dt,c,region,core,0.21084891861568344,1722.4831586048936,103740
p30,old_strong,fixed_dt,c,region,rim,0.22783326594258918,3573.1638294024197,138358
p30,old_strong,fixed_dt,c,region,out_of_field,2.07501501991149,0.1931027642553683,2589192
p30,old_strong,fixed_dt,c,day,pre,0.2323815621839421,4190.252018376356,1309272
p30,old_strong,fixed_dt,c,day,d55,0.17226564976767678,4.382661591643916,1309272
p30,old_strong,fixed_dt,c,day,d120,0.2933049773463432,2890.50036745356,1309272
p30,old_strong,fixed_dt,d,region,core,0.2118904812835783,1722.4831586048936,103740
p30,old_strong,fixed_dt,d,region,rim,0.22789093676306316,3573.1638294024197,138358
p30,old_strong,fixed_dt,d,region,out_of_field,2.085520526154951,0.1931029765128638,3452256
p30,old_strong,fixed_dt,d,day,pre,0.23220351680538107,4190.252018376356,1309272
p30,old_strong,fixed_dt,d,day,d34,0.16850814669714848,766.131455685121,1309272
p30,old_strong,fixed_dt,d,day,d55,0.1471306656873908,4.382661591643916,1309272
p30,old_strong,fixed_dt,d,day,d120,0.29370857331026295,2890.50036745356,1309272
p30,old_strong,fixed_dt,e,region,core,0.22494719994110488,1722.4831586048936,103740
p30,old_strong,fixed_dt,e,region,rim,0.24090880658160682,4078.370461018918,207588
p30,old_strong,fixed_dt,e,region,out_of_field,1.559512249239631,0.19319048183701434,2589192
p30,old_strong,fixed_dt,e,day,pre,0.26459075959238404,4190.252018376356,1309272
p30,old_strong,fixed_dt,e,day,d80,0.23335220821829744,3031.2454820969156,1309272
p30,old_strong,fixed_dt,e,day,d120,0.2505750259510808,2890.50036745356,1309272
p30,old_strong,fixed_dt,f,region,core,0.22512200565747179,1722.4831586048936,103740
p30,old_strong,fixed_dt,f,region,rim,0.24083073140950198,4078.370461018918,207588
p30,old_strong,fixed_dt,f,region,out_of_field,1.5617246767872752,0.19319118642131955,4315320
p30,old_strong,fixed_dt,f,day,pre,0.2646665348313869,4190.252018376356,1309272
p30,old_strong,fixed_dt,f,day,d34,0.21755208638732307,766.131455685121,1309272
p30,old_strong,fixed_dt,f,day,d55,0.27498336392968664,4.382661591643916,1309272
p30,old_strong,fixed_dt,f,day,d80,0.2332851576797155,3031.2454820969156,1309272
p30,old_strong,fixed_dt,f,day,d120,0.250599991304319,2890.50036745356,1309272
p31,old_strong,scaled_dt,a,region,core,5.6577696928052956e-15,924.0465452448329,31920
p31,old_strong,scaled_dt,a,region,rim,4.878047316687184e-15,1595.4944587746108,20986
p31,old_strong,scaled_dt,a,region,out_of_field,3.801453828774834e-14,0.00013176712015711784,551258
p31,old_strong,scaled_dt,a,day,pre,4.456295095234516e-15,2162.1097023522075,785114
p31,old_strong,scaled_dt,b,region,core,0.00024395797806409488,924.0465452448329,31920
p31,old_strong,scaled_dt,b,region,rim,0.00029793801969941905,1595.4944587746108,20986
p31,old_strong,scaled_dt,b,region,out_of_field,0.7054904035521217,0.026771412031829353,1102516
p31,old_strong,scaled_dt,b,day,pre,0.0002831736194667805,2162.1097023522075,785114
p31,old_strong,scaled_dt,b,day,d120,0.3340288513587374,46.46139874189778,785114
p31,old_strong,scaled_dt,c,region,core,0.00024395824571436133,924.0465452448329,31920
p31,old_strong,scaled_dt,c,region,rim,0.0002979383176193251,1595.4944587746108,20986
p31,old_strong,scaled_dt,c,region,out_of_field,0.7060470128656774,0.026787917496448,1653774
p31,old_strong,scaled_dt,c,day,pre,0.0002831739015423133,2162.1097023522075,785114
p31,old_strong,scaled_dt,c,day,d55,2.837533835140501,0.004468232593537239,785114
p31,old_strong,scaled_dt,c,day,d120,0.3340288508408882,46.46139874189778,785114
p31,old_strong,scaled_dt,d,region,core,0.0002459928449922858,924.0465452448329,31920
p31,old_strong,scaled_dt,d,region,rim,0.0003001939067725974,1595.4944587746108,20986
p31,old_strong,scaled_dt,d,region,out_of_field,0.7075649232832594,0.02679510391642781,2205032
p31,old_strong,scaled_dt,d,day,pre,0.0002853148996294898,2162.1097023522075,785114
p31,old_strong,scaled_dt,d,day,d34,1.7799412900588245,0.621500348074162,785114
p31,old_strong,scaled_dt,d,day,d55,2.83690790923393,0.004468232593537239,785114
p31,old_strong,scaled_dt,d,day,d120,0.33402516286702505,46.46139874189778,785114
p31,old_strong,scaled_dt,e,region,core,0.00024397685037362356,924.0465452448329,31920
p31,old_strong,scaled_dt,e,region,rim,0.00029795827252068714,1595.4944587746108,20986
p31,old_strong,scaled_dt,e,region,out_of_field,0.7073705478277904,0.026922521792074033,1653774
p31,old_strong,scaled_dt,e,day,pre,0.00028319265810254493,2162.1097023522075,785114
p31,old_strong,scaled_dt,e,day,d80,2.335784284956966,0.0439350815064142,785114
p31,old_strong,scaled_dt,e,day,d120,0.33402881645218485,46.46139874189778,785114
p31,old_strong,scaled_dt,f,region,core,0.00024601173934371524,924.0465452448329,31920
p31,old_strong,scaled_dt,f,region,rim,0.00030021419025460583,1595.4944587746108,20986
p31,old_strong,scaled_dt,f,region,out_of_field,0.7094303284329002,0.026946080816305895,2756290
p31,old_strong,scaled_dt,f,day,pre,0.00028533398854040245,2162.1097023522075,785114
p31,old_strong,scaled_dt,f,day,d34,1.7799340449518377,0.621500348074162,785114
p31,old_strong,scaled_dt,f,day,d55,2.8368996297372386,0.004468232593537239,785114
p31,old_strong,scaled_dt,f,day,d80,2.3346785441020397,0.0439350815064142,785114
p31,old_strong,scaled_dt,f,day,d120,0.3340251345116319,46.46139874189778,785114
p31,old_strong,fixed_dt,a,region,core,0.0017727435176510518,925.9424083511021,31920
p31,old_strong,fixed_dt,a,region,rim,0.0011114117575281067,1600.2525736835828,20986
p31,old_strong,fixed_dt,a,region,out_of_field,0.0012110928737723954,0.00013237495307032905,551258
p31,old_strong,fixed_dt,a,day,pre,0.001218344859431761,2168.6948516369016,785114
p31,old_strong,fixed_dt,b,region,core,0.0016509176719673013,925.9424083511021,31920
p31,old_strong,fixed_dt,b,region,rim,0.0012309905522643572,1600.2525736835828,20986
p31,old_strong,fixed_dt,b,region,out_of_field,0.695855139909866,0.02720455401541098,1102516
p31,old_strong,fixed_dt,b,day,pre,0.0012505512769806623,2168.6948516369016,785114
